,USD,INR
25-03-2016,"1,221.0","81,630.3"
28-03-2016,"1,221.0","81,630.3"
29-03-2016,"1,226.0","81,351.6"
30-03-2016,"1,236.3","81,877.8"
31-03-2016,"1,237.0","81,824.2"
01-04-2016,"1,213.6","80,358.4"
04-04-2016,"1,219.8","80,573.6"
05-04-2016,"1,231.3","81,849.8"
06-04-2016,"1,221.4","81,209.7"
07-04-2016,"1,242.1","82,882.1"
08-04-2016,"1,239.5","82,810.8"
11-04-2016,"1,254.8","83,220.4"
12-04-2016,"1,254.6","83,213.5"
13-04-2016,"1,245.8","82,878.8"
14-04-2016,"1,233.9","82,117.0"
15-04-2016,"1,227.1","81,667.8"
18-04-2016,"1,234.3","82,065.3"
19-04-2016,"1,255.4","83,448.5"
20-04-2016,"1,252.0","82,759.0"
21-04-2016,"1,249.3","83,041.3"
22-04-2016,"1,243.3","82,919.8"
25-04-2016,"1,238.9","82,605.4"
26-04-2016,"1,241.7","82,538.5"
27-04-2016,"1,247.4","82,871.6"
28-04-2016,"1,256.0","83,362.9"
29-04-2016,"1,285.7","85,402.8"
02-05-2016,"1,285.7","85,402.8"
03-05-2016,"1,294.0","86,073.1"
04-05-2016,"1,283.0","85,537.0"
05-05-2016,"1,280.3","85,243.3"
06-05-2016,"1,289.0","85,787.2"
09-05-2016,"1,265.3","84,402.8"
10-05-2016,"1,262.8","84,221.2"
11-05-2016,"1,276.9","84,963.5"
12-05-2016,"1,279.3","85,317.0"
13-05-2016,"1,265.9","84,846.3"
16-05-2016,"1,285.8","85,883.9"
17-05-2016,"1,277.0","85,282.9"
18-05-2016,"1,272.9","85,294.7"
19-05-2016,"1,246.3","84,208.2"
20-05-2016,"1,254.2","84,519.9"
23-05-2016,"1,245.9","84,084.6"
24-05-2016,"1,236.9","83,770.9"
25-05-2016,"1,220.6","82,121.4"
26-05-2016,"1,223.9","81,916.3"
27-05-2016,"1,216.3","81,433.5"
30-05-2016,"1,216.3","81,433.5"
31-05-2016,"1,212.1","81,363.9"
01-06-2016,"1,214.5","81,939.5"
02-06-2016,"1,212.4","81,570.9"
03-06-2016,"1,240.5","82,962.8"
06-06-2016,"1,244.0","83,142.0"
07-06-2016,"1,241.0","82,733.1"
08-06-2016,"1,263.0","83,964.2"
09-06-2016,"1,263.9","84,325.9"
10-06-2016,"1,275.5","85,337.3"
13-06-2016,"1,280.8","86,060.3"
14-06-2016,"1,287.2","86,692.4"
15-06-2016,"1,283.3","86,147.9"
16-06-2016,"1,310.8","88,284.1"
17-06-2016,"1,290.7","86,595.6"
20-06-2016,"1,281.8","86,596.7"
21-06-2016,"1,272.6","86,197.9"
22-06-2016,"1,264.9","85,341.8"
23-06-2016,"1,262.2","84,951.5"
24-06-2016,"1,315.5","89,246.4"
27-06-2016,"1,324.6","89,988.6"
28-06-2016,"1,309.7","88,789.3"
29-06-2016,"1,321.5","89,105.7"
30-06-2016,"1,320.8","89,187.0"
01-07-2016,"1,340.0","90,073.2"
04-07-2016,"1,350.8","90,874.4"
05-07-2016,"1,350.8","91,056.9"
06-07-2016,"1,366.3","92,113.9"
07-07-2016,"1,356.7","91,554.5"
08-07-2016,"1,354.3","90,935.2"
11-07-2016,"1,357.1","91,115.0"
12-07-2016,"1,342.4","89,924.6"
13-07-2016,"1,342.8","90,004.5"
14-07-2016,"1,323.6","88,454.9"
15-07-2016,"1,327.0","89,062.7"
18-07-2016,"1,334.7","89,619.1"
19-07-2016,"1,330.9","89,407.5"
20-07-2016,"1,315.9","88,399.9"
21-07-2016,"1,321.2","88,739.0"
22-07-2016,"1,320.8","88,745.2"
25-07-2016,"1,313.2","88,546.1"
26-07-2016,"1,323.0","89,139.4"
27-07-2016,"1,329.0","89,216.8"
28-07-2016,"1,341.8","89,879.0"
29-07-2016,"1,342.0","89,644.9"
01-08-2016,"1,349.7","90,045.7"
02-08-2016,"1,363.8","90,914.5"
03-08-2016,"1,358.9","90,780.5"
04-08-2016,"1,362.8","91,014.0"
05-08-2016,"1,340.4","89,606.0"
08-08-2016,"1,336.8","89,301.9"
09-08-2016,"1,341.0","89,532.3"
10-08-2016,"1,347.7","89,967.6"
11-08-2016,"1,355.0","90,474.6"
12-08-2016,"1,352.2","90,463.5"
15-08-2016,"1,339.4","89,607.2"
16-08-2016,"1,344.0","89,836.5"
17-08-2016,"1,343.4","89,826.6"
18-08-2016,"1,350.1","90,264.6"
19-08-2016,"1,346.4","90,377.1"
22-08-2016,"1,335.9","89,765.4"
23-08-2016,"1,342.0","90,004.1"
24-08-2016,"1,327.3","89,099.9"
25-08-2016,"1,321.3","88,555.9"
26-08-2016,"1,318.8","88,367.5"
29-08-2016,"1,318.8","88,367.5"
30-08-2016,"1,318.2","88,512.9"
31-08-2016,"1,309.3","87,656.3"
01-09-2016,"1,309.5","87,517.0"
02-09-2016,"1,324.7","88,201.2"
05-09-2016,"1,326.4","88,312.1"
06-09-2016,"1,337.3","88,639.6"
07-09-2016,"1,348.4","89,549.1"
08-09-2016,"1,343.4","89,534.7"
09-09-2016,"1,330.9","89,003.0"
12-09-2016,"1,324.6","88,461.0"
13-09-2016,"1,323.7","88,364.1"
14-09-2016,"1,321.8","88,339.7"
15-09-2016,"1,310.8","87,650.6"
16-09-2016,"1,308.4","87,798.5"
19-09-2016,"1,314.9","88,060.8"
20-09-2016,"1,313.8","88,019.3"
21-09-2016,"1,326.1","88,803.6"
22-09-2016,"1,339.1","89,192.5"
23-09-2016,"1,338.7","89,259.8"
26-09-2016,"1,340.5","89,263.4"
27-09-2016,"1,327.0","88,148.2"
28-09-2016,"1,322.5","87,922.6"
29-09-2016,"1,318.1","88,034.6"
30-09-2016,"1,322.5","88,118.6"
03-10-2016,"1,313.3","87,362.0"
04-10-2016,"1,283.3","85,480.7"
05-10-2016,"1,269.4","84,608.1"
06-10-2016,"1,254.5","83,670.1"
07-10-2016,"1,258.8","83,902.6"
10-10-2016,"1,259.5","83,724.6"
11-10-2016,"1,253.5","83,329.9"
12-10-2016,"1,256.5","83,532.6"
13-10-2016,"1,261.1","84,288.1"
14-10-2016,"1,251.8","83,491.7"
17-10-2016,"1,254.8","83,825.5"
18-10-2016,"1,258.2","83,955.0"
19-10-2016,"1,269.1","84,566.7"
20-10-2016,"1,271.7","84,993.8"
21-10-2016,"1,266.1","84,750.5"
24-10-2016,"1,265.6","84,649.0"
25-10-2016,"1,269.4","84,813.8"
26-10-2016,"1,270.5","84,953.9"
27-10-2016,"1,266.3","84,666.9"
28-10-2016,"1,273.0","85,034.6"
31-10-2016,"1,272.0","84,967.8"
01-11-2016,"1,288.5","85,978.9"
02-11-2016,"1,303.8","87,021.4"
03-11-2016,"1,301.0","86,753.9"
04-11-2016,"1,302.8","87,037.5"
07-11-2016,"1,283.1","85,630.8"
08-11-2016,"1,282.4","85,091.4"
09-11-2016,"1,281.4","85,190.0"
10-11-2016,"1,267.5","84,992.5"
11-11-2016,"1,236.5","83,656.7"
14-11-2016,"1,213.6","82,110.7"
15-11-2016,"1,227.0","83,241.4"
16-11-2016,"1,229.2","83,677.8"
17-11-2016,"1,226.8","83,334.4"
18-11-2016,"1,211.0","82,518.3"
21-11-2016,"1,214.3","82,866.5"
22-11-2016,"1,212.3","82,898.9"
23-11-2016,"1,185.4","81,623.2"
24-11-2016,"1,186.1","81,571.2"
25-11-2016,"1,187.7","81,485.1"
28-11-2016,"1,187.0","81,419.9"
29-11-2016,"1,186.6","81,445.7"
30-11-2016,"1,178.1","80,770.1"
01-12-2016,"1,161.9","79,289.6"
02-12-2016,"1,173.5","79,826.5"
05-12-2016,"1,162.2","79,032.6"
06-12-2016,"1,172.5","79,414.8"
07-12-2016,"1,177.7","79,529.9"
08-12-2016,"1,171.1","78,955.4"
09-12-2016,"1,163.6","78,572.8"
12-12-2016,"1,156.1","78,066.4"
13-12-2016,"1,158.6","78,161.6"
14-12-2016,"1,162.3","78,420.5"
15-12-2016,"1,127.0","76,535.2"
16-12-2016,"1,131.6","76,771.7"
19-12-2016,"1,136.3","77,098.8"
20-12-2016,"1,125.7","76,485.7"
21-12-2016,"1,133.7","76,887.0"
22-12-2016,"1,131.4","76,810.8"
23-12-2016,"1,131.4","76,810.8"
26-12-2016,"1,131.4","76,810.8"
27-12-2016,"1,131.4","76,810.8"
28-12-2016,"1,134.6","77,396.7"
29-12-2016,"1,145.9","77,866.8"
30-12-2016,"1,145.9","77,866.8"
02-01-2017,"1,145.9","77,866.8"
03-01-2017,"1,151.0","78,719.8"
04-01-2017,"1,164.3","79,035.1"
05-01-2017,"1,176.7","79,721.3"
06-01-2017,"1,175.9","80,143.1"
09-01-2017,"1,178.5","80,321.3"
10-01-2017,"1,189.5","81,243.6"
11-01-2017,"1,178.6","80,413.3"
12-01-2017,"1,205.1","81,979.6"
13-01-2017,"1,190.4","81,128.3"
16-01-2017,"1,203.0","81,958.0"
17-01-2017,"1,216.1","82,636.9"
18-01-2017,"1,214.8","82,804.3"
19-01-2017,"1,196.1","81,494.7"
20-01-2017,"1,200.6","81,751.8"
23-01-2017,"1,212.9","82,607.2"
24-01-2017,"1,216.8","82,918.8"
25-01-2017,"1,195.0","81,355.6"
26-01-2017,"1,189.7","80,994.8"
27-01-2017,"1,184.9","80,717.4"
30-01-2017,"1,192.8","80,860.9"
31-01-2017,"1,212.8","81,883.9"
01-02-2017,"1,203.7","81,115.3"
02-02-2017,"1,222.0","82,132.2"
03-02-2017,"1,215.2","81,568.8"
06-02-2017,"1,226.8","82,457.4"
07-02-2017,"1,231.0","82,960.2"
08-02-2017,"1,242.1","83,239.3"
09-02-2017,"1,236.8","82,541.8"
10-02-2017,"1,228.3","82,130.3"
13-02-2017,"1,222.3","81,893.8"
14-02-2017,"1,230.8","82,330.0"
15-02-2017,"1,224.4","81,893.0"
16-02-2017,"1,240.6","83,307.9"
17-02-2017,"1,242.0","83,319.3"
20-02-2017,"1,237.3","82,837.2"
21-02-2017,"1,233.2","82,528.8"
22-02-2017,"1,236.7","82,843.3"
23-02-2017,"1,247.9","83,141.1"
24-02-2017,"1,253.7","83,524.2"
27-02-2017,"1,257.2","83,876.6"
28-02-2017,"1,255.6","83,740.4"
01-03-2017,"1,240.4","82,759.5"
02-03-2017,"1,238.1","82,733.6"
03-03-2017,"1,226.5","81,896.6"
06-03-2017,"1,231.0","82,058.2"
07-03-2017,"1,216.7","81,051.4"
08-03-2017,"1,209.2","80,817.0"
09-03-2017,"1,206.6","80,422.6"
10-03-2017,"1,202.7","80,042.9"
13-03-2017,"1,204.2","80,146.0"
14-03-2017,"1,204.6","79,212.7"
15-03-2017,"1,198.8","78,569.4"
16-03-2017,"1,229.4","80,388.8"
17-03-2017,"1,229.6","80,563.4"
20-03-2017,"1,232.4","80,481.9"
21-03-2017,"1,241.6","81,336.6"
22-03-2017,"1,249.1","81,703.9"
23-03-2017,"1,247.5","81,627.4"
24-03-2017,"1,247.5","81,592.7"
27-03-2017,"1,257.6","81,835.1"
28-03-2017,"1,257.3","81,767.6"
29-03-2017,"1,251.1","81,142.6"
30-03-2017,"1,248.8","80,903.5"
31-03-2017,"1,244.9","80,746.0"
03-04-2017,"1,247.3","81,122.5"
04-04-2017,"1,257.7","81,764.6"
05-04-2017,"1,245.8","81,005.7"
06-04-2017,"1,252.5","80,911.8"
07-04-2017,"1,266.5","81,420.5"
10-04-2017,"1,250.1","80,715.9"
11-04-2017,"1,252.9","81,012.5"
12-04-2017,"1,274.3","82,523.7"
13-04-2017,"1,284.2","82,802.0"
14-04-2017,"1,284.2","82,802.0"
17-04-2017,"1,284.2","82,802.0"
18-04-2017,"1,279.0","82,621.3"
19-04-2017,"1,279.1","82,684.4"
20-04-2017,"1,282.1","82,983.9"
21-04-2017,"1,281.9","82,881.9"
24-04-2017,"1,269.4","81,880.6"
25-04-2017,"1,267.8","81,560.1"
26-04-2017,"1,261.9","80,932.9"
27-04-2017,"1,262.8","80,951.8"
28-04-2017,"1,266.5","81,401.0"
01-05-2017,"1,266.5","81,401.0"
02-05-2017,"1,255.5","80,568.4"
03-05-2017,"1,250.3","80,231.5"
04-05-2017,"1,228.5","78,904.0"
05-05-2017,"1,228.1","79,006.6"
08-05-2017,"1,229.8","79,167.3"
09-05-2017,"1,220.4","78,928.2"
10-05-2017,"1,223.0","79,099.4"
11-05-2017,"1,223.2","78,768.2"
12-05-2017,"1,231.3","78,989.0"
15-05-2017,"1,233.3","78,962.2"
16-05-2017,"1,234.2","79,044.2"
17-05-2017,"1,257.4","80,630.9"
18-05-2017,"1,255.9","81,583.3"
19-05-2017,"1,252.0","80,829.1"
22-05-2017,"1,258.9","81,240.0"
23-05-2017,"1,260.2","81,785.6"
24-05-2017,"1,252.6","81,133.8"
25-05-2017,"1,257.0","81,153.7"
26-05-2017,"1,265.1","81,690.6"
29-05-2017,"1,265.1","81,690.6"
30-05-2017,"1,262.7","81,523.7"
31-05-2017,"1,266.2","81,687.6"
01-06-2017,"1,264.9","81,450.1"
02-06-2017,"1,275.0","81,947.4"
05-06-2017,"1,280.0","82,373.7"
06-06-2017,"1,293.5","83,350.2"
07-06-2017,"1,291.0","83,202.9"
08-06-2017,"1,273.1","81,810.8"
09-06-2017,"1,266.6","81,521.5"
12-06-2017,"1,266.4","81,668.9"
13-06-2017,"1,262.0","81,237.3"
14-06-2017,"1,275.5","81,727.7"
15-06-2017,"1,254.6","81,061.4"
16-06-2017,"1,255.4","80,918.7"
19-06-2017,"1,248.2","80,480.7"
20-06-2017,"1,242.2","80,310.7"
21-06-2017,"1,242.5","80,247.5"
22-06-2017,"1,250.8","80,813.9"
23-06-2017,"1,255.7","80,961.1"
26-06-2017,"1,245.3","80,321.5"
27-06-2017,"1,249.6","80,562.9"
28-06-2017,"1,248.0","80,502.1"
29-06-2017,"1,243.5","80,577.2"
30-06-2017,"1,242.3","80,274.1"
03-07-2017,"1,229.3","79,711.0"
04-07-2017,"1,223.8","79,242.7"
05-07-2017,"1,220.3","79,041.3"
06-07-2017,"1,224.9","79,281.7"
07-07-2017,"1,215.7","78,573.5"
10-07-2017,"1,211.9","78,137.1"
11-07-2017,"1,211.1","78,165.3"
12-07-2017,"1,218.8","78,509.0"
13-07-2017,"1,218.9","78,570.1"
14-07-2017,"1,230.3","79,090.5"
17-07-2017,"1,234.1","79,418.7"
18-07-2017,"1,240.8","79,785.2"
19-07-2017,"1,242.2","79,826.9"
20-07-2017,"1,238.7","79,716.5"
21-07-2017,"1,248.6","80,394.1"
24-07-2017,"1,255.6","80,851.3"
25-07-2017,"1,254.4","80,833.5"
26-07-2017,"1,248.1","80,290.4"
27-07-2017,"1,261.1","80,924.8"
28-07-2017,"1,264.9","81,099.2"
31-07-2017,"1,267.6","81,344.4"
01-08-2017,"1,271.0","81,461.5"
02-08-2017,"1,269.6","80,791.0"
03-08-2017,"1,268.1","80,785.1"
04-08-2017,"1,257.7","80,175.2"
07-08-2017,"1,258.0","80,313.9"
08-08-2017,"1,261.8","80,365.9"
09-08-2017,"1,271.1","81,239.2"
10-08-2017,"1,284.4","82,349.2"
11-08-2017,"1,286.1","82,397.2"
14-08-2017,"1,282.3","82,157.0"
15-08-2017,"1,270.3","81,438.9"
16-08-2017,"1,272.8","81,691.5"
17-08-2017,"1,285.2","82,434.4"
18-08-2017,"1,295.8","83,042.0"
21-08-2017,"1,292.9","82,971.9"
22-08-2017,"1,284.2","82,282.0"
23-08-2017,"1,286.7","82,403.5"
24-08-2017,"1,289.0","82,539.8"
25-08-2017,"1,285.3","82,296.5"
28-08-2017,"1,285.3","82,296.5"
29-08-2017,"1,318.7","84,309.9"
30-08-2017,"1,308.5","83,730.9"
31-08-2017,"1,311.8","83,925.8"
01-09-2017,"1,320.4","84,264.6"
04-09-2017,"1,333.1","85,331.7"
05-09-2017,"1,335.6","85,615.4"
06-09-2017,"1,337.9","85,714.0"
07-09-2017,"1,343.5","85,943.7"
08-09-2017,"1,346.3","86,079.2"
11-09-2017,"1,334.2","85,297.4"
12-09-2017,"1,326.5","84,936.6"
13-09-2017,"1,327.6","85,141.1"
14-09-2017,"1,324.6","85,048.0"
15-09-2017,"1,322.9","84,829.1"
18-09-2017,"1,312.1","84,192.0"
19-09-2017,"1,309.6","84,207.4"
20-09-2017,"1,311.3","84,375.7"
21-09-2017,"1,292.1","83,881.3"
22-09-2017,"1,294.8","83,987.2"
25-09-2017,"1,293.3","84,394.9"
26-09-2017,"1,300.1","85,070.1"
27-09-2017,"1,282.6","84,034.0"
28-09-2017,"1,283.4","83,979.2"
29-09-2017,"1,283.1","83,850.6"
02-10-2017,"1,273.7","83,185.7"
03-10-2017,"1,271.3","83,254.0"
04-10-2017,"1,274.3","82,921.8"
05-10-2017,"1,274.5","83,014.6"
06-10-2017,"1,261.8","82,625.2"
09-10-2017,"1,278.8","83,579.7"
10-10-2017,"1,291.4","84,219.9"
11-10-2017,"1,289.3","84,020.4"
12-10-2017,"1,290.3","83,937.1"
13-10-2017,"1,299.6","84,084.0"
16-10-2017,"1,303.3","84,323.6"
17-10-2017,"1,284.8","83,547.2"
18-10-2017,"1,280.2","83,302.0"
19-10-2017,"1,286.4","83,693.2"
20-10-2017,"1,281.2","83,354.9"
23-10-2017,"1,274.9","82,894.0"
24-10-2017,"1,276.5","83,229.8"
25-10-2017,"1,275.0","82,792.1"
26-10-2017,"1,273.8","82,723.8"
27-10-2017,"1,266.5","82,281.9"
30-10-2017,"1,272.0","82,530.5"
31-10-2017,"1,270.2","82,128.5"
01-11-2017,"1,277.1","82,406.0"
02-11-2017,"1,279.2","82,559.6"
03-11-2017,"1,267.2","81,937.2"
06-11-2017,"1,270.9","82,085.4"
07-11-2017,"1,275.6","83,162.1"
08-11-2017,"1,284.0","83,384.9"
09-11-2017,"1,284.8","83,691.9"
10-11-2017,"1,284.3","83,941.9"
13-11-2017,"1,278.0","83,661.0"
14-11-2017,"1,274.6","83,365.9"
15-11-2017,"1,282.2","83,817.4"
16-11-2017,"1,280.0","83,456.0"
17-11-2017,"1,284.4","83,408.9"
20-11-2017,"1,286.2","83,715.5"
21-11-2017,"1,283.3","83,174.9"
22-11-2017,"1,287.0","83,344.9"
23-11-2017,"1,290.4","83,317.9"
24-11-2017,"1,290.5","83,330.8"
27-11-2017,"1,294.9","83,521.7"
28-11-2017,"1,291.9","83,235.8"
29-11-2017,"1,283.9","82,750.6"
30-11-2017,"1,280.2","82,662.5"
01-12-2017,"1,275.5","82,352.7"
04-12-2017,"1,273.5","82,002.9"
05-12-2017,"1,266.3","81,511.0"
06-12-2017,"1,263.7","81,581.3"
07-12-2017,"1,255.0","80,960.1"
08-12-2017,"1,250.7","80,691.9"
11-12-2017,"1,247.2","80,277.2"
12-12-2017,"1,240.9","80,122.4"
13-12-2017,"1,242.7","79,980.7"
14-12-2017,"1,251.0","80,426.8"
15-12-2017,"1,254.6","80,319.5"
18-12-2017,"1,260.6","80,867.5"
19-12-2017,"1,260.4","80,736.1"
20-12-2017,"1,264.6","80,912.2"
21-12-2017,"1,264.6","80,943.9"
22-12-2017,"1,264.6","80,943.9"
25-12-2017,"1,264.6","80,943.9"
26-12-2017,"1,264.6","80,943.9"
27-12-2017,"1,279.4","82,070.3"
28-12-2017,"1,291.0","82,694.4"
29-12-2017,"1,291.0","82,694.4"
01-01-2018,"1,291.0","82,694.4"
02-01-2018,"1,312.1","83,242.0"
03-01-2018,"1,314.9","83,361.4"
04-01-2018,"1,314.5","83,303.2"
05-01-2018,"1,317.2","83,382.2"
08-01-2018,"1,320.0","83,766.0"
09-01-2018,"1,311.0","83,447.8"
10-01-2018,"1,319.8","84,186.9"
11-01-2018,"1,323.1","84,311.4"
12-01-2018,"1,326.8","84,331.4"
15-01-2018,"1,339.3","85,096.0"
16-01-2018,"1,333.9","85,395.9"
17-01-2018,"1,335.7","85,265.9"
18-01-2018,"1,332.2","85,135.8"
19-01-2018,"1,335.0","85,187.2"
22-01-2018,"1,332.6","85,170.9"
23-01-2018,"1,333.4","85,050.3"
24-01-2018,"1,353.7","86,107.5"
25-01-2018,"1,355.0","85,987.8"
26-01-2018,"1,353.2","85,873.6"
29-01-2018,"1,343.9","85,579.7"
30-01-2018,"1,344.9","85,774.4"
31-01-2018,"1,345.1","85,665.6"
01-02-2018,"1,341.4","85,804.2"
02-02-2018,"1,331.2","85,376.6"
05-02-2018,"1,333.6","85,410.4"
06-02-2018,"1,331.4","85,375.8"
07-02-2018,"1,324.7","85,208.1"
08-02-2018,"1,315.5","84,833.4"
09-02-2018,"1,314.1","84,726.6"
12-02-2018,"1,322.3","84,969.9"
13-02-2018,"1,325.4","85,165.9"
14-02-2018,"1,336.3","85,550.1"
15-02-2018,"1,352.5","86,487.0"
16-02-2018,"1,352.1","87,065.8"
19-02-2018,"1,346.6","86,711.6"
20-02-2018,"1,339.9","86,849.1"
21-02-2018,"1,330.5","86,209.8"
22-02-2018,"1,328.4","86,332.8"
23-02-2018,"1,328.0","86,177.3"
26-02-2018,"1,333.5","86,466.1"
27-02-2018,"1,325.8","86,313.0"
28-02-2018,"1,317.9","85,894.8"
01-03-2018,"1,307.8","85,301.3"
02-03-2018,"1,322.3","86,253.0"
05-03-2018,"1,320.4","85,874.5"
06-03-2018,"1,331.4","86,304.0"
07-03-2018,"1,329.4","86,357.8"
08-03-2018,"1,321.0","86,032.4"
09-03-2018,"1,320.6","85,792.8"
12-03-2018,"1,319.2","85,683.4"
13-03-2018,"1,322.8","85,665.9"
14-03-2018,"1,323.6","85,901.7"
15-03-2018,"1,318.8","85,726.0"
16-03-2018,"1,310.1","85,265.9"
19-03-2018,"1,312.4","85,693.2"
20-03-2018,"1,311.0","85,577.5"
21-03-2018,"1,321.4","86,125.6"
22-03-2018,"1,329.2","86,547.6"
23-03-2018,"1,346.6","87,529.0"
26-03-2018,"1,352.4","87,504.2"
27-03-2018,"1,341.5","86,993.0"
28-03-2018,"1,332.5","86,799.1"
29-03-2018,"1,323.9","86,235.6"
30-03-2018,"1,323.9","86,235.6"
02-04-2018,"1,323.9","86,235.6"
03-04-2018,"1,333.5","86,689.9"
04-04-2018,"1,337.3","86,931.2"
05-04-2018,"1,327.7","86,084.8"
06-04-2018,"1,331.2","86,430.8"
09-04-2018,"1,332.0","86,383.6"
10-04-2018,"1,339.0","86,978.1"
11-04-2018,"1,350.8","88,055.4"
12-04-2018,"1,341.4","87,576.9"
13-04-2018,"1,343.7","87,649.6"
16-04-2018,"1,349.4","88,341.3"
17-04-2018,"1,342.1","88,146.4"
18-04-2018,"1,351.5","88,851.8"
19-04-2018,"1,348.6","89,230.3"
20-04-2018,"1,336.8","88,466.1"
23-04-2018,"1,324.3","88,116.4"
24-04-2018,"1,328.9","88,242.2"
25-04-2018,"1,321.7","88,491.1"
26-04-2018,"1,320.7","88,319.2"
27-04-2018,"1,321.5","88,064.5"
30-04-2018,"1,313.2","87,511.4"
01-05-2018,"1,307.1","87,104.9"
02-05-2018,"1,304.2","87,059.7"
03-05-2018,"1,315.1","87,700.7"
04-05-2018,"1,309.4","87,485.6"
07-05-2018,"1,309.4","87,485.6"
08-05-2018,"1,306.6","87,640.2"
09-05-2018,"1,313.9","88,537.1"
10-05-2018,"1,318.8","88,415.7"
11-05-2018,"1,324.4","89,208.6"
14-05-2018,"1,319.9","89,197.4"
15-05-2018,"1,295.0","88,332.0"
16-05-2018,"1,291.3","87,403.4"
17-05-2018,"1,289.5","87,447.4"
18-05-2018,"1,288.3","87,596.8"
21-05-2018,"1,288.4","87,768.8"
22-05-2018,"1,293.1","87,960.9"
23-05-2018,"1,289.0","88,128.9"
24-05-2018,"1,304.9","89,131.0"
25-05-2018,"1,303.5","88,377.3"
28-05-2018,"1,303.5","88,377.3"
29-05-2018,"1,295.5","87,830.6"
30-05-2018,"1,300.7","87,764.9"
31-05-2018,"1,305.4","88,006.7"
01-06-2018,"1,294.6","86,691.5"
04-06-2018,"1,295.5","86,873.3"
05-06-2018,"1,292.1","86,721.8"
06-06-2018,"1,300.1","86,903.5"
07-06-2018,"1,297.3","87,516.4"
08-06-2018,"1,298.3","87,707.3"
11-06-2018,"1,299.6","87,729.5"
12-06-2018,"1,298.7","87,668.6"
13-06-2018,"1,296.2","87,415.6"
14-06-2018,"1,302.8","88,269.1"
15-06-2018,"1,285.3","87,647.6"
18-06-2018,"1,281.6","87,283.8"
19-06-2018,"1,276.2","86,914.8"
20-06-2018,"1,274.2","86,731.0"
21-06-2018,"1,266.2","85,899.4"
22-06-2018,"1,269.2","86,140.4"
25-06-2018,"1,268.7","86,404.8"
26-06-2018,"1,260.3","86,119.5"
27-06-2018,"1,254.6","86,400.5"
28-06-2018,"1,251.6","86,144.2"
29-06-2018,"1,250.5","85,624.6"
02-07-2018,"1,247.8","85,773.8"
03-07-2018,"1,251.8","85,849.2"
04-07-2018,"1,255.7","86,621.0"
05-07-2018,"1,255.5","86,409.8"
06-07-2018,"1,255.4","86,322.1"
09-07-2018,"1,262.1","86,644.2"
10-07-2018,"1,254.0","86,092.1"
11-07-2018,"1,251.4","86,077.6"
12-07-2018,"1,245.9","85,095.0"
13-07-2018,"1,241.7","85,026.5"
16-07-2018,"1,241.1","85,044.5"
17-07-2018,"1,232.8","84,335.9"
18-07-2018,"1,224.5","83,804.8"
19-07-2018,"1,217.6","84,048.3"
20-07-2018,"1,228.8","84,474.7"
23-07-2018,"1,225.0","84,462.1"
24-07-2018,"1,228.4","84,598.3"
25-07-2018,"1,231.5","84,601.0"
26-07-2018,"1,228.3","84,363.5"
27-07-2018,"1,224.0","83,990.5"
30-07-2018,"1,223.8","83,980.8"
31-07-2018,"1,221.0","83,581.1"
01-08-2018,"1,219.0","83,282.1"
02-08-2018,"1,215.5","83,343.4"
03-08-2018,"1,216.3","83,370.9"
06-08-2018,"1,209.7","83,253.0"
07-08-2018,"1,212.4","83,205.4"
08-08-2018,"1,209.6","83,046.9"
09-08-2018,"1,214.4","83,507.1"
10-08-2018,"1,214.4","83,933.3"
13-08-2018,"1,200.4","84,204.6"
14-08-2018,"1,197.0","83,846.9"
15-08-2018,"1,182.0","83,187.4"
16-08-2018,"1,180.4","82,681.1"
17-08-2018,"1,178.4","82,517.5"
20-08-2018,"1,184.4","82,697.2"
21-08-2018,"1,191.0","83,137.5"
22-08-2018,"1,196.7","83,562.1"
23-08-2018,"1,192.4","83,670.8"
24-08-2018,"1,197.7","83,611.4"
27-08-2018,"1,197.7","83,611.4"
28-08-2018,"1,212.3","84,978.7"
29-08-2018,"1,204.2","84,938.3"
30-08-2018,"1,197.3","84,993.3"
31-08-2018,"1,202.5","85,211.6"
03-09-2018,"1,200.1","85,413.6"
04-09-2018,"1,190.9","84,983.8"
05-09-2018,"1,196.7","85,620.3"
06-09-2018,"1,205.2","86,734.7"
07-09-2018,"1,198.9","86,314.8"
10-09-2018,"1,196.6","86,849.2"
11-09-2018,"1,189.9","86,371.2"
12-09-2018,"1,195.6","86,043.4"
13-09-2018,"1,209.8","86,708.8"
14-09-2018,"1,202.0","86,474.3"
17-09-2018,"1,201.9","87,073.5"
18-09-2018,"1,200.2","87,287.6"
19-09-2018,"1,203.3","86,797.6"
20-09-2018,"1,208.4","86,740.2"
21-09-2018,"1,198.7","86,660.0"
24-09-2018,"1,202.8","87,620.3"
25-09-2018,"1,201.9","87,405.2"
26-09-2018,"1,194.3","86,668.9"
27-09-2018,"1,185.4","86,042.3"
28-09-2018,"1,187.3","86,134.4"
01-10-2018,"1,189.4","87,066.4"
02-10-2018,"1,204.7","88,358.7"
03-10-2018,"1,201.2","88,258.2"
04-10-2018,"1,203.5","88,892.8"
05-10-2018,"1,203.8","89,304.0"
08-10-2018,"1,187.0","87,840.2"
09-10-2018,"1,185.6","87,878.9"
10-10-2018,"1,188.6","88,226.8"
11-10-2018,"1,205.6","88,999.7"
12-10-2018,"1,219.8","89,852.9"
